# The joyo (Japan general use) kanji with their meanings and readings.
# are subsets of Unihan deemed to be general use (e.g. obscure meanings and readings are left out).
# Copied from https://en.wikipedia.org/wiki/List_of_j%C5%8Dy%C5%8D_kanji, which was copied from https://www.bunka.go.jp/kokugo_nihongo/sisaku/joho/joho/kijun/naikaku/pdf/joyokanjihyo_20101130.pdf.
number,new,old,radical,strokes,grade,year_added,English_meaning,on-yomi,kun-yomi
1492,賭,,貝,16,S,2010,gamble,ト,か-ける
1493,土,,土,3,1,,soil,ド|ト,つち
1494,奴,,女,5,S,,guy,ド,
1495,努,,力,7,4,,toil,ド,つと-める
1496,度,,广,9,3,,degrees,ド|（ト）|（タク）,たび
1497,怒,,心,9,S,,angry,ド,いか-る|おこ-る
1498,刀,,刀,2,2,,sword,トウ,かたな
1499,冬,,冫,5,2,,winter,トウ,ふゆ
1500,灯,燈,火,6,4,,lamp,トウ,ひ
1501,当,當,田,6,2,,hit,トウ,あ-たる|あ-てる
1502,投,,手,7,3,,throw,トウ,な-げる
1503,豆,,豆,7,3,,beans,トウ|（ズ）,まめ
1504,東,,木,8,2,,east,トウ,ひがし
1505,到,,刀,8,S,,arrival,トウ,
1506,逃,,辵,9,S,,escape,トウ,に-げる|に-がす|のが-す|のが-れる
1507,倒,,人,10,S,,overthrow,トウ,たお-れる|たお-す
1508,凍,,冫,10,S,,frozen,トウ,こお-る|こご-える
1509,唐,,口,10,S,,T'ang,トウ,から
1510,島,,山,10,3,,island,トウ,しま
1511,桃,,木,10,S,,peach tree,トウ,もも
1512,討,,言,10,6,,chastise,トウ,う-つ
1513,透,,辵,10,S,,transparent,トウ,す-く|す-かす|す-ける
1514,党,黨,黑,10,6,,group,トウ,
1515,悼,,心,11,S,,lament,トウ,いた-む
1516,盗,盜,皿,11,S,,steal,トウ,ぬす-む
1517,陶,,阜,11,S,,pottery,トウ,
1518,塔,,土,12,S,,pagoda,トウ,
1519,搭,,手,12,S,1981,board,トウ,
1520,棟,,木,12,S,1981,ridgepole,トウ,むね|（むな）
1521,湯,,水,12,3,,hot water,トウ,ゆ
1522,痘,,疒,12,S,,pox,トウ,
1523,登,,癶,12,3,,climb,トウ|ト,のぼ-る
1524,答,,竹,12,2,,answer,トウ,こた-える|こた-え
1525,等,,竹,12,3,,class,トウ,ひと-しい
1526,筒,,竹,12,S,,cylinder,トウ,つつ
1527,統,,糸,12,5,,unite,トウ,す-べる
1528,稲,稻,禾,14,S,,rice plant,トウ,いね|（いな）
1529,踏,,足,15,S,,step,トウ,ふ-む|ふ-まえる
1530,糖,,米,16,6,,sugar,トウ,
1531,頭,,頁,16,2,,head,トウ|ズ|（ト）,あたま|かしら
1532,謄,,言,17,S,,mimeograph,トウ,
1533,藤,,艸,18,S,2010,wisteria,トウ,ふじ
1534,闘,鬭,鬥,18,S,,fight,トウ,たたか-う
1535,騰,,馬,20,S,,inflation,トウ,
1536,同,,口,6,2,,same,ドウ,おな-じ
1537,洞,,水,9,S,1981,den,ドウ,ほら
1538,胴,,肉,10,S,,trunk,ドウ,
1539,動,,力,11,3,,move,ドウ,うご-く|うご-かす
1540,堂,,土,11,4,,public chamber,ドウ,
1541,童,,立,12,3,,juvenile,ドウ,わらべ
1542,道,,辵,12,2,,road,ドウ|（トウ）,みち
1543,働,,人,13,4,,work,ドウ,はたら-く
1544,銅,,金,14,5,,copper,ドウ,
1545,導,,寸,15,5,,guide,ドウ,みちび-く
1546,瞳,,目,17,S,2010,pupil,ドウ,ひとみ
1547,峠,,山,9,S,,mountain peak,,とうげ
1548,匿,,匸,10,S,,hide,トク,
1549,特,,牛,10,4,,special,トク,
1550,得,,彳,11,4,,acquire,トク,え-る|う-る
1551,督,,目,13,S,,coach,トク,
1552,徳,德,彳,14,5,,benevolence,トク,
1553,篤,,竹,16,S,,fervent,トク,
1554,毒,,毋,8,4,,poison,ドク,
1555,独,獨,犬,9,5,,alone,ドク,ひと-り
1556,読,讀,言,14,2,,read,ドク|トク|（トウ）,よ-む
1557,栃,,木,9,S,2010,horse chestnut,,（とち）
1558,凸,,凵,5,S,1981,convex,トツ,
1559,突,突,穴,8,S,,stab,トツ,つ-く
1560,届,屆,尸,8,6,,deliver,,とど-ける|とど-く
1561,屯,,屮,4,S,1981,barracks,トン,
1562,豚,,豕,11,S,,pork,トン,ぶた
1563,頓,,頁,13,S,2010,suddenly,トン,
1564,貪,,貝,11,S,2010,covet,ドン,むさぼ-る
1565,鈍,,金,12,S,,dull,ドン,にぶ-い|にぶ-る
1566,曇,,日,16,S,,cloudy weather,ドン,くも-る
1567,丼,,丶,5,S,2010,bowl of food,,どんぶり|（どん）
1568,那,,邑,7,S,2010,what,ナ,
1569,奈,,大,8,S,2010,what,ナ,
1570,内,,入,4,2,,inside,ナイ|（ダイ）,うち
1571,梨,,木,11,S,2010,pear tree,,なし
1572,謎,,言,17,S,2010,riddle,,なぞ
1573,鍋,,金,17,S,2010,pot,,なべ
1574,南,,十,9,2,,south,ナン|（ナ）,みなみ
1575,軟,,車,11,S,,soft,ナン,やわ-らか|やわ-らかい
1576,難,難,隹,18,6,,difficult,ナン,かた-い|むずか-しい
1577,二,,二,2,1,,two,ニ,ふた|ふた-つ
1578,尼,,尸,5,S,,nun,ニ,あま
1579,弐,貳,貝,6,S,,two (falsification prevention),ニ,
1580,匂,,勹,4,S,2010,scent,,にお-う
1581,肉,,肉,6,2,,meat,ニク,
1582,虹,,虫,9,S,2010,rainbow,,にじ
1583,日,,日,4,1,,day,ニチ|ジツ,ひ|か
1584,入,,入,2,1,,enter,ニュウ,い-る|い-れる|はい-る
1585,乳,,乙,8,6,,milk,ニュウ,ちち|ち
1586,尿,,尸,7,S,,urine,ニョウ,
1587,任,,人,6,5,,responsibility,ニン,まか-せる|まか-す
1588,妊,,女,7,S,,pregnancy,ニン,
1589,忍,,心,7,S,,endure,ニン,しの-ぶ|しの-ばせる
1590,認,,言,14,6,,recognize,ニン,みと-める
1591,寧,,宀,14,S,,rather,ネイ,
1592,熱,,火,15,4,,heat,ネツ,あつ-い
1593,年,,干,6,1,,year,ネン,とし
1594,念,,心,8,4,,thought,ネン,
1595,捻,,手,11,S,2010,twist,ネン,
1596,粘,,米,11,S,,sticky,ネン,ねば-る
1597,燃,,火,16,5,,burn,ネン,も-える|も-やす|も-す
1598,悩,惱,心,10,S,,trouble,ノウ,なや-む|なや-ます
1599,納,,糸,10,6,,settlement,ノウ|（ナッ）|（ナ）|（ナン）|（トウ）,おさ-める|おさ-まる
1600,能,,肉,10,5,,ability,ノウ,
1601,脳,腦,肉,11,6,,brain,ノウ,
1602,農,,辰,13,3,,farming,ノウ,
1603,濃,,水,16,S,,concentrated,ノウ,こ-い
1604,把,,手,7,S,1981,grasp,ハ,
1605,波,,水,8,3,,wave,ハ,なみ
1606,派,,水,9,6,,sect,ハ,
1607,破,,石,10,5,,rend,ハ,やぶ-る|やぶ-れる
1608,覇,霸,雨,19,S,1981,hegemony,ハ,
1609,馬,,馬,10,2,,horse,バ,うま|（ま）
1610,婆,,女,11,S,,old woman,バ,
1611,罵,,网,15,S,2010,insult,バ,ののし-る
1612,拝,拜,手,8,6,,worship,ハイ,おが-む
1613,杯,,木,8,S,,counter for cupfuls,ハイ,さかずき
1614,背,,肉,9,6,,back,ハイ,せ|せい|そむ-く|そむ-ける
1615,肺,,肉,9,6,,lungs,ハイ,
1616,俳,,人,10,6,,haiku,ハイ,
1617,配,,酉,10,3,,distribute,ハイ,くば-る
1618,排,,手,11,S,,repudiate,ハイ,
1619,敗,,攴,11,4,,failure,ハイ,やぶ-れる
1620,廃,廢,广,12,S,,abolish,ハイ,すた-れる|すた-る
1621,輩,,車,15,S,,comrade,ハイ,
1622,売,賣,貝,7,2,,sell,バイ,う-る|う-れる
1623,倍,,人,10,3,,double,バイ,
1624,梅,梅,木,10,4,,ume (Japanese apricot),バイ,うめ
1625,培,,土,11,S,,cultivate,バイ,つちか-う
1626,陪,,阜,11,S,,obeisance,バイ,
1627,媒,,女,12,S,,mediator,バイ,
1628,買,,貝,12,2,,buy,バイ,か-う
1629,賠,,貝,15,S,,compensation,バイ,
1630,白,,白,5,1,,white,ハク|ビャク,しろ|（しら）|しろ-い
1631,伯,,人,7,S,,chief,ハク,
1632,拍,,手,8,S,,clap,ハク|（ヒョウ）
1633,泊,,水,8,S,,overnight,ハク,と-まる|と-める
1634,迫,,辵,8,S,,urge,ハク,せま-る
1635,剥,剝,刀,10,S,2010,peel,ハク,は-がす|は-ぐ|は-がれる|は-げる
1636,舶,,舟,11,S,,liner,ハク,
1637,博,,十,12,4,,Dr.,ハク|（バク）
1638,薄,,艸,16,S,,dilute,ハク,うす-い|うす-める|うす-まる|うす-らぐ|うす-れる
1639,麦,麥,麥,7,2,,wheat,バク,むぎ
1640,漠,,水,13,S,1981,vague,バク,
1641,縛,,糸,16,S,,truss,バク,しば-る
1642,爆,,火,19,S,,explode,バク,
1643,箱,,竹,15,3,,box,,はこ
1644,箸,,竹,15,S,2010,chopsticks,,はし
1645,畑,,田,9,3,,farm,,はた|はたけ
1646,肌,,肉,6,S,1981,texture,,はだ
1647,八,,八,2,1,,eight,ハチ,や|や-つ|やっ-つ|（よう）
1648,鉢,,金,13,S,1981,bowl,ハチ|（ハツ）
1649,発,發,癶,9,3,,departure,ハツ|ホツ,
1650,髪,髮,髟,14,S,,hair of the head,ハツ,かみ
1651,伐,,人,6,S,,fell,バツ,
1652,抜,拔,手,7,S,,slip out,バツ,ぬ-く|ぬ-ける|ぬ-かす|ぬ-かる
1653,罰,,网,14,S,,penalty,バツ|バチ,
1654,閥,,門,14,S,,clique,バツ,
1655,反,,又,4,3,,anti-,ハン|（ホン）|（タン）,そ-る|そ-らす
1656,半,,十,5,2,,half,ハン,なか-ば
1657,氾,,水,5,S,2010,spread out,ハン,
1658,犯,,犬,5,5,,crime,ハン,おか-す
1659,帆,,巾,6,S,,sail,ハン,ほ
1660,汎,,水,6,S,2010,pan-,ハン,
1661,伴,,人,7,S,,consort,ハン|バン,ともな-う
1662,判,,刀,7,5,,judge,ハン|バン,
1663,坂,,土,7,3,,slope,ハン,さか
1664,阪,,阜,7,S,2010,heights,ハン,
1665,板,,木,8,3,,board,ハン|バン,いた
1666,版,,片,8,5,,printing block,ハン,
1667,班,,玉,10,6,,squad,ハン,
1668,畔,,田,10,S,,paddy-ridge,ハン,
1669,般,,舟,10,S,,generally,ハン,
1670,販,,貝,11,S,,marketing,ハン,
1671,斑,,文,12,S,2010,blemish,ハン,
1672,飯,,食,12,4,,meal,ハン,めし
1673,搬,,手,13,S,,conveyor,ハン,
1674,煩,,火,13,S,,anxiety,ハン|（ボン）,わずら-う|わずら-わす
1675,頒,,頁,13,S,,partition,ハン,
1676,範,,竹,15,S,,pattern,ハン,
1677,繁,繁,糸,16,S,,luxuriant,ハン,
1678,藩,,艸,18,S,,clan,ハン,
1679,晩,晚,日,12,6,,nightfall,バン,
1680,番,,田,12,2,,one's turn,バン,
1681,蛮,蠻,虫,12,S,,barbarian,バン,
1682,盤,,皿,15,S,,tray,バン,
1683,比,,比,4,5,,compare,ヒ,くら-べる
1684,皮,,皮,5,3,,skin,ヒ,かわ
1685,妃,,女,6,S,,queen,ヒ,
1686,否,,口,7,6,,negate,ヒ,いな
1687,批,,手,7,6,,criticism,ヒ,
1688,彼,,彳,8,S,,he,ヒ,かれ|（かの）
1689,披,,手,8,S,1981,expose,ヒ,
1690,肥,,肉,8,5,,fertilizer,ヒ,こ-える|こえ|こ-やす|こ-やし
1691,非,,非,8,5,,negative,ヒ,
1692,卑,卑,十,9,S,,lowly,ヒ,いや-しい|いや-しむ|いや-しめる
1693,飛,,飛,9,4,,fly,ヒ,と-ぶ|と-ばす
1694,疲,,疒,10,S,,exhausted,ヒ,つか-れる
1695,秘,祕,示,10,6,,secret,ヒ,ひ-める
1696,被,,衣,10,S,,incur,ヒ,こうむ-る
1697,悲,,心,12,3,,sad,ヒ,かな-しい|かな-しむ
1698,扉,,戶,12,S,1981,front door,ヒ,とびら
1699,費,,貝,12,4,,expense,ヒ,つい-やす|つい-える
1700,碑,碑,石,14,S,,tombstone,ヒ,
1701,罷,,网,15,S,,quit,ヒ,
1702,避,,辵,16,S,,evade,ヒ,さ-ける
1703,尾,,尸,7,S,,tail,ビ,お
1704,眉,,目,9,S,2010,eyebrow,ビ|（ミ）,まゆ
1705,美,,羊,9,3,,beauty,ビ,うつく-しい
1706,備,,人,12,5,,provide,ビ,そな-える|そな-わる
1707,微,,彳,13,S,,delicate,ビ,
1708,鼻,,鼻,14,3,,nose,ビ,はな
1709,膝,,肉,15,S,2010,knee,,ひざ
1710,肘,,肉,7,S,2010,elbow,,ひじ
1711,匹,,匸,4,S,,equal,ヒツ,ひき
1712,必,,心,5,4,,without fail,ヒツ,かなら-ず
1713,泌,,水,8,S,,ooze,ヒツ|ヒ,
1714,筆,,竹,12,3,,writing brush,ヒツ,ふで
1715,姫,,女,10,S,,princess,,ひめ
1716,百,,白,6,1,,hundred,ヒャク,
1717,氷,,水,5,3,,ice,ヒョウ,こおり|ひ
1718,表,,衣,8,3,,express,ヒョウ,おもて|あらわ-す|あらわ-れる
1719,俵,,人,10,5,,bag,ヒョウ,たわら
1720,票,,示,11,4,,ballot,ヒョウ,
1721,評,,言,12,5,,evaluate,ヒョウ,
1722,漂,,水,14,S,,drift,ヒョウ,ただよ-う
1723,標,,木,15,4,,signpost,ヒョウ,
1724,苗,,艸,8,S,,seedling,ビョウ,なえ|（なわ）
1725,秒,,禾,9,3,,second (part of time),ビョウ,
1726,病,,疒,10,3,,sick,ビョウ|（ヘイ）,や-む|やまい
1727,描,,手,11,S,,sketch,ビョウ,えが-く|か-く
1728,猫,,犬,11,S,1981,cat,ビョウ,ねこ
1729,品,,口,9,3,,article,ヒン,しな
1730,浜,濱,水,10,S,,seacoast,ヒン,はま
1731,貧,,貝,11,5,,poor,ヒン|ビン,まず-しい
1732,賓,賓,貝,15,S,,V.I.P.,ヒン,
1733,頻,頻,頁,17,S,1981,repeatedly,ヒン,
1734,敏,敏,攴,10,S,,cleverness,ビン,
1735,瓶,甁,瓦,11,S,1981,flower pot,ビン,
1736,不,,一,4,4,,non-,フ|ブ,
1737,夫,,大,4,4,,husband,フ|（フウ）,おっと
1738,父,,父,4,2,,father,フ,ちち
1739,付,,人,5,4,,attach,フ,つ-ける|つ-く
1740,布,,巾,5,5,,linen,フ,ぬの
1741,扶,,手,7,S,,aid,フ,
1742,府,,广,8,4,,urban prefecture,フ,
1743,怖,,心,8,S,,dreadful,フ,こわ-い
1744,阜,,阜,8,S,2010,mound,（フ）
1745,附,,阜,8,S,,affixed,フ,
1746,訃,,言,9,S,2010,obituary,フ,
1747,負,,貝,9,3,,lose,フ,ま-ける|ま-かす|お-う
1748,赴,,走,9,S,,proceed,フ,おもむ-く
1749,浮,,水,10,S,,floating,フ,う-く|う-かれる|う-かぶ|う-かべる
1750,婦,,女,11,5,,lady,フ,
1751,符,,竹,11,S,,token,フ,
1752,富,,宀,12,5,,rich,フ|（フウ）,と-む|とみ
1753,普,,日,12,S,,universal,フ,
1754,腐,,肉,14,S,,rot,フ,くさ-る|くさ-れる|くさ-らす
1755,敷,,攴,15,S,,spread,フ,し-く
1756,膚,,肉,15,S,,skin,フ,
1757,賦,,貝,15,S,,levy,フ,
1758,譜,,言,19,S,,musical score,フ,
1759,侮,侮,人,8,S,,scorn,ブ,あなど-る
1760,武,,止,8,5,,military,ブ|ム,
1761,部,,邑,11,3,,part,ブ,
1762,舞,,舛,15,S,,dance,ブ,ま-う|まい
1763,封,,寸,9,S,,seal,フウ|ホウ,
1764,風,,風,9,2,,wind,フウ|（フ）,かぜ|（かざ）
1765,伏,,人,6,S,,prostrated,フク,ふ-せる|ふ-す
1766,服,,月,8,3,,clothes,フク,
1767,副,,刀,11,4,,vice,フク,
1768,幅,,巾,12,S,,breadth,フク,はば
1769,復,,彳,12,5,,again,フク,
1770,福,福,示,13,3,,luck,フク,
1771,腹,,肉,13,6,,abdomen,フク,はら
1772,複,,衣,14,5,,duplicate,フク,
1773,覆,,襾,18,S,,capsize,フク,おお-う|くつがえ-す|くつがえ-る
1774,払,拂,手,5,S,,pay,フツ,はら-う
1775,沸,,水,8,S,,seethe,フツ,わ-く|わ-かす
1776,仏,佛,人,4,5,,Buddha,ブツ,ほとけ
1777,物,,牛,8,3,,thing,ブツ|モツ,もの
1778,粉,,米,10,4,,flour,フン,こ|こな
1779,紛,,糸,10,S,,distract,フン,まぎ-れる|まぎ-らす|まぎ-らわす|まぎ-らわしい
1780,雰,,雨,12,S,1981,atmosphere,フン,
1781,噴,,口,15,S,,erupt,フン,ふ-く
1782,墳,,土,15,S,,tomb,フン,
1783,憤,,心,15,S,,aroused,フン,いきどお-る
1784,奮,,大,16,6,,stirred up,フン,ふる-う
1785,分,,刀,4,2,,part|minute of time,ブン|フン|ブ,わ-ける|わ-かれる|わ-かる|わ-かつ
1786,文,,文,4,1,,writing,ブン|モン,ふみ
1787,聞,,耳,14,2,,hear,ブン|モン,き-く|き-こえる
1788,丙,,一,5,S,,third class,ヘイ,
1789,平,,干,5,3,,flat,ヘイ|ビョウ,たい-ら|ひら
1790,兵,,八,7,4,,soldier,ヘイ|ヒョウ,
1791,併,倂,人,8,S,,join,ヘイ,あわ-せる
1792,並,竝,立,8,6,,line-up,ヘイ,なみ|なら-べる|なら-ぶ|なら-びに
1793,柄,,木,9,S,,design,ヘイ,がら|え
1794,陛,,阜,10,6,,highness,ヘイ,
1795,閉,,門,11,6,,closed,ヘイ,と-じる|と-ざす|し-める|し-まる
1796,塀,塀,土,12,S,1981,fence,ヘイ,
1797,幣,,巾,15,S,,cash,ヘイ,
1798,弊,,廾,15,S,,abuse,ヘイ,
1799,蔽,,艸,15,S,2010,cover,ヘイ,
1800,餅,餠,食,15,S,2010,mochi rice cake,ヘイ,もち
1801,米,,米,6,2,,rice,ベイ|マイ,こめ
1802,壁,,土,16,S,,wall,ヘキ,かべ
1803,璧,,玉,18,S,2010,sphere,ヘキ,
1804,癖,,疒,18,S,,mannerism,ヘキ,くせ
1805,別,,刀,7,4,,separate,ベツ,わか-れる
1806,蔑,,艸,14,S,2010,ignore,ベツ,さげす-む
1807,片,,片,4,6,,one-sided,ヘン,かた
1808,辺,邊,辵,5,4,,environs,ヘン,あた-り|べ
1809,返,,辵,7,3,,return,ヘン,かえ-す|かえ-る
1810,変,變,言,9,4,,change,ヘン,か-わる|か-える
1811,偏,,人,11,S,,partial,ヘン,かたよ-る
1812,遍,,辵,12,S,,everywhere,ヘン,
1813,編,,糸,15,5,,compile,ヘン,あ-む
1814,弁,辨瓣辯,辛瓜辛,5,5,,valve,ベン,
1815,便,,人,9,4,,convenience,ベン|ビン,たよ-り
1816,勉,勉,力,10,3,,exertion,ベン,
1817,歩,步,止,8,2,,walk,ホ|ブ|（フ）,ある-く|あゆ-む
1818,保,,人,9,5,,preserve,ホ,たも-つ
1819,哺,,口,10,S,2010,suckle,ホ,
1820,捕,,手,10,S,,catch,ホ,と-らえる|と-らわれる|と-る|つか-まえる|つか-まる
1821,補,,衣,12,6,,supplement,ホ,おぎな-う
1822,舗,,舌,15,S,,pavement,ホ,
1823,母,,毋,5,2,,mother,ボ,はは
1824,募,,力,12,S,,recruit,ボ,つの-る
1825,墓,,土,13,5,,grave,ボ,はか
1826,慕,,心,14,S,,pining,ボ,した-う
1827,暮,,日,14,6,,livelihood,ボ,く-れる|く-らす
1828,簿,,竹,19,S,,register,ボ,
1829,方,,方,4,2,,direction,ホウ,かた
1830,包,,勹,5,4,,wrap,ホウ,つつ-む
1831,芳,,艸,7,S,,perfume,ホウ,かんば-しい
1832,邦,,邑,7,S,,home country,ホウ,
1833,奉,,大,8,S,,observance,ホウ|（ブ）,たてまつ-る
1834,宝,寶,宀,8,6,,treasure,ホウ,たから
1835,抱,,手,8,S,,embrace,ホウ,だ-く|いだ-く|かか-える
1836,放,,攴,8,3,,release,ホウ,はな-す|はな-つ|はな-れる|ほう-る
1837,法,,水,8,4,,method,ホウ|（ハッ）|（ホッ）
1838,泡,,水,8,S,1981,bubbles,ホウ,あわ
1839,胞,,肉,9,S,,placenta,ホウ,
1840,俸,,人,10,S,1981,salary,ホウ,
1841,倣,,人,10,S,,emulate,ホウ,なら-う
1842,峰,,山,10,S,,summit,ホウ,みね
1843,砲,,石,10,S,,cannon,ホウ,
1844,崩,,山,11,S,,crumble,ホウ,くず-れる|くず-す
1845,訪,,言,11,6,,visit,ホウ,おとず-れる|たず-ねる
1846,報,,土,12,5,,report,ホウ,むく-いる
1847,蜂,,虫,13,S,2010,bee,ホウ,はち
1848,豊,豐,豆,13,5,,bountiful,ホウ,ゆた-か
1849,飽,,食,13,S,,sated,ホウ,あ-きる|あ-かす
1850,褒,襃,衣,15,S,1981,praise,ホウ,ほ-める
1851,縫,,糸,16,S,,sew,ホウ,ぬ-う
1852,亡,,亠,3,6,,deceased,ボウ|（モウ）,な-い
1853,乏,,丿,4,S,,scarce,ボウ,とぼ-しい
1854,忙,,心,6,S,,busy,ボウ,いそが-しい
1855,坊,,土,7,S,,boy,ボウ|（ボッ）
1856,妨,,女,7,S,,disturb,ボウ,さまた-げる
1857,忘,,心,7,6,,forget,ボウ,わす-れる
1858,防,,阜,7,5,,prevent,ボウ,ふせ-ぐ
1859,房,,戶,8,S,,tassel,ボウ,ふさ
1860,肪,,肉,8,S,,obese,ボウ,
1861,某,,木,9,S,,so-and-so,ボウ,
1862,冒,,冂,9,S,,risk,ボウ,おか-す
1863,剖,,刀,10,S,,divide,ボウ,
1864,紡,,糸,10,S,,spinning,ボウ,つむ-ぐ
1865,望,,月,11,4,,hope,ボウ|モウ,のぞ-む
1866,傍,,人,12,S,,bystander,ボウ,かたわ-ら
1867,帽,,巾,12,S,,cap,ボウ,
1868,棒,,木,12,6,,rod,ボウ,
1869,貿,,貝,12,5,,trade,ボウ,
1870,貌,,豸,14,S,2010,appearance,ボウ,
1871,暴,,日,15,5,,outburst,ボウ|（バク）,あば-く|あば-れる
1872,膨,,肉,16,S,,swell,ボウ,ふく-らむ|ふく-れる
1873,謀,,言,16,S,,conspire,ボウ|（ム）,はか-る
1874,頰,,頁,16,S,2010,cheek,,ほお
1875,北,,匕,5,2,,north,ホク,きた
1876,木,,木,4,1,,tree,ボク|モク,き|（こ）
1877,朴,,木,6,S,1981,crude,ボク,
1878,牧,,牛,8,4,,breed,ボク,まき
1879,睦,,目,13,S,2010,harmonious,ボク,
1880,僕,,人,14,S,1981,me,ボク,
1881,墨,墨,土,14,S,,black ink,ボク,すみ
1882,撲,,手,15,S,,slap,ボク,
1883,没,沒,水,7,S,,drown,ボツ,
1884,勃,,力,9,S,2010,rise,ボツ,
1885,堀,,土,11,S,1981,ditch,,ほり
1886,本,,木,5,1,,book,ホン,もと
1887,奔,,大,8,S,,bustle,ホン,
1888,翻,飜,飛,18,S,,flip,ホン,ひるがえ-る|ひるがえ-す
1889,凡,,几,3,S,,mediocre,ボン|（ハン）
1890,盆,,皿,9,S,,basin,ボン,
1891,麻,,麻,11,S,,hemp,マ,あさ
1892,摩,,手,15,S,,chafe,マ,
1893,磨,,石,16,S,1981,grind,マ,みが-く
1894,魔,,鬼,21,S,,witch,マ,
1895,毎,每,毋,6,2,,every,マイ,
1896,妹,,女,8,2,,younger sister,マイ,いもうと
1897,枚,,木,8,6,,sheet of...,マイ,
1898,昧,,日,9,S,2010,foolish,マイ,
1899,埋,,土,10,S,,bury,マイ,う-める|う-まる|う-もれる
1900,幕,,巾,13,6,,curtain,マク|バク,
1901,膜,,肉,14,S,,membrane,マク,
1902,枕,,木,8,S,2010,pillow,,まくら
1903,又,,又,2,S,,or again,,また
1904,末,,木,5,4,,end,マツ|バツ,すえ
1905,抹,,手,8,S,1981,rub,マツ,
1906,万,萬,艸,3,2,,ten thousand,マン|バン,
1907,満,滿,水,12,4,,full,マン,み-ちる|み-たす
1908,慢,,心,14,S,,ridicule,マン,
1909,漫,,水,14,S,,cartoon,マン,
1910,未,,木,5,4,,not yet,ミ,
1911,味,,口,8,3,,flavor,ミ,あじ|あじ-わう
1912,魅,,鬼,15,S,,fascination,ミ,
1913,岬,,山,8,S,1981,headland,,みさき
1914,密,,宀,11,6,,secrecy,ミツ,
1915,蜜,,虫,14,S,2010,honey,ミツ,
1916,脈,,肉,10,4,,vein,ミャク,
1917,妙,,女,7,S,,exquisite,ミョウ,
1918,民,,氏,5,4,,people,ミン,たみ
1919,眠,,目,10,S,,sleep,ミン,ねむ-る|ねむ-い
1920,矛,,矛,5,S,,halberd,ム,ほこ
1921,務,,力,11,5,,duty,ム,つと-める|つと-まる
1922,無,,火,12,4,,nothing,ム|ブ,な-い
1923,夢,,夕,13,5,,dream,ム,ゆめ
1924,霧,,雨,19,S,,fog,ム,きり
1925,娘,,女,10,S,,daughter,,むすめ
1926,名,,口,6,1,,name,メイ|ミョウ,な
1927,命,,口,8,3,,fate,メイ|ミョウ,いのち
1928,明,,日,8,2,,bright,メイ|ミョウ,あ-かり|あか-るい|あか-るむ|あか-らむ|あき-らか|あ-ける|あ-く|あ-くる|あ-かす
1929,迷,,辵,9,5,,astray,メイ,まよ-う
1930,冥,,冖,10,S,2010,dark,メイ|ミョウ,
1931,盟,,皿,13,6,,alliance,メイ,
1932,銘,,金,14,S,,inscription,メイ,
1933,鳴,,鳥,14,2,,chirp,メイ,な-く|な-る|な-らす
1934,滅,,水,13,S,,destroy,メツ,ほろ-びる|ほろ-ぼす
1935,免,免,儿,8,S,,excuse,メン,まぬか-れる
1936,面,,面,9,3,,face,メン,おも|おもて|つら
1937,綿,,糸,14,5,,cotton,メン,わた
1938,麺,麵,麥,16,S,2010,noodles,メン,
1939,茂,,艸,8,S,,overgrown,モ,しげ-る
1940,模,,木,14,6,,imitation,モ|ボ,
1941,毛,,毛,4,2,,hair,モウ,け
1942,妄,,女,6,S,1981,delusion,モウ|ボウ,
1943,盲,,目,8,S,,blind,モウ,
1944,耗,,耒,10,S,,decrease,モウ|（コウ）
1945,猛,,犬,11,S,,fierce,モウ,
1946,網,,糸,14,S,,netting,モウ,あみ
1947,目,,目,5,1,,eye,モク|（ボク）,め|（ま）
1948,黙,默,黑,15,S,,silence,モク,だま-る
1949,門,,門,8,2,,gates,モン,かど
1950,紋,,糸,10,S,,family crest,モン,
1951,問,,口,11,3,,question,モン,と-う|と-い|（とん）
1952,冶,,冫,7,S,2010,melting,ヤ,
1953,夜,,夕,8,2,,night,ヤ,よ|よる
1954,野,,里,11,2,,field,ヤ,の
1955,弥,彌,弓,8,S,2010,all the more,,や
1956,厄,,厂,4,S,1981,unlucky,ヤク,
1957,役,,彳,7,3,,service,ヤク|エキ,
1958,約,,糸,9,4,,promise,ヤク,
1959,訳,譯,言,11,6,,translate,ヤク,わけ
1960,薬,藥,艸,16,3,,medicine,ヤク,くすり
1961,躍,,足,21,S,,leap,ヤク,おど-る
1962,闇,,門,17,S,2010,darkness,,やみ
1963,由,,田,5,3,,reason,ユ|ユウ|（ユイ）,よし
1964,油,,水,8,3,,oil,ユ,あぶら
1965,喩,,口,12,S,2010,metaphor,ユ,
1966,愉,,心,12,S,,pleasure,ユ,
1967,諭,,言,16,S,,rebuke,ユ,さと-す
1968,輸,,車,16,5,,transport,ユ,
1969,癒,,疒,18,S,1981,healing,ユ,い-える|い-やす
1970,唯,,口,11,S,,solely,ユイ|（イ）
1971,友,,又,4,2,,friend,ユウ,とも
1972,有,,月,6,3,,have,ユウ|ウ,あ-る
1973,勇,,力,9,4,,courage,ユウ,いさ-む
1974,幽,,幺,9,S,,seclude,ユウ,
1975,悠,,心,11,S,1981,permanence,ユウ,
1976,郵,,邑,11,6,,mail,ユウ,
