char	codepoint	readings
㴕	U+3D15	tiết
㴖	U+3D16	lạc
㴜	U+3D1C	biến
㴝	U+3D1D	lê
㴞	U+3D1E	thao
㴦	U+3D26	quán|quản
㴩	U+3D29	ung
㴱	U+3D31	thâm
㴲	U+3D32	tư
㴴	U+3D34	trầm
㴸	U+3D38	thiểm
㴾	U+3D3E	bột
㴿	U+3D3F	đỉnh
㵄	U+3D44	hán
㵆	U+3D46	hạo
㵋	U+3D4B	mịch
㵌	U+3D4C	tuần
㵎	U+3D4E	giản
㵏	U+3D4F	thôi|tồi
㵒	U+3D52	bái|phè|phí
㵓	U+3D53	thực
㵕	U+3D55	sâm
㵙	U+3D59	thanh
㵝	U+3D5D	duệ
㵞	U+3D5E	sầu
㵟	U+3D5F	vi
㵢	U+3D62	loi
㵣	U+3D63	khát
㵧	U+3D67	cát
㵪	U+3D6A	diên
㵭	U+3D6D	chử
㵲	U+3D72	vũ
㵳	U+3D73	liêu|liệu
㵸	U+3D78	dược
㵽	U+3D7D	lũy
㵾	U+3D7E	sảnh|tịnh
㶀	U+3D80	giao
㶁	U+3D81	quách
㶅	U+3D85	hạc
㶇	U+3D87	hoành
㶎	U+3D8E	hoàn
㶏	U+3D8F	ân
㶑	U+3D91	liễm
㶒	U+3D92	thẩm
㶕	U+3D95	giản
㶖	U+3D96	thúc
㶚	U+3D9A	bá
㶜	U+3D9C	uyên
㶞	U+3D9E	nhương|nhượng
㶟	U+3D9F	luy
㶡	U+3DA1	hỏa
㶤	U+3DA4	sao|tạch
㶫	U+3DAB	liệu
㶮	U+3DAE	thiêu
㶳	U+3DB3	tấn
㶵	U+3DB5	nhẫm
㶻	U+3DBB	phong
㶾	U+3DBE	tiêu
㷀	U+3DC0	quỳnh
㷄	U+3DC4	hối
㷅	U+3DC5	sao
㷇	U+3DC7	khôi
㷉	U+3DC9	uất|úy
㷊	U+3DCA	phần
㷎	U+3DCE	yết
㷐	U+3DD0	hủy
㷑	U+3DD1	yên
㷔	U+3DD4	diệm
㷖	U+3DD6	chiếu
㷙	U+3DD9	tiên
㷚	U+3DDA	đoành
㷝	U+3DDD	dụt
㷥	U+3DE5	chưng
㷩	U+3DE9	hy
㷭	U+3DED	phong
㷮	U+3DEE	tao
㷶	U+3DF6	phức
㷸	U+3DF8	diệp
㷻	U+3DFB	vô
㷼	U+3DFC	yến
㸀	U+3E00	đài
㸁	U+3E01	hán
㸃	U+3E03	điểm
㸄	U+3E04	tễ
㸈	U+3E08	tiêu
㸉	U+3E09	nhiếp|tiếp
㸋	U+3E0B	phiền|phần
㸏	U+3E0F	mi
㸐	U+3E10	nhiên
㸑	U+3E11	thoán
㸒	U+3E12	dâm
㸕	U+3E15	quặc
㸘	U+3E18	vạn
㸙	U+3E19	gia|già|thâm
㸣	U+3E23	nghiệp
㸦	U+3E26	hỗ
㸧	U+3E27	khẩn|ngân|thâm
㸫	U+3E2B	kiền
㸰	U+3E30	khoa|đà
㸱	U+3E31	khoa|đà
㸷	U+3E37	sế
㸼	U+3E3C	phong
㸾	U+3E3E	nhận
㸿	U+3E3F	độc
㹀	U+3E40	bột
㹅	U+3E45	tổng
㹇	U+3E47	kiền
㹈	U+3E48	mao
㹊	U+3E4A	việt
㹎	U+3E4E	luy
㹓	U+3E53	nghiêu
㹖	U+3E56	hoạn
㹞	U+3E5E	ngân
㹠	U+3E60	đồn
㹡	U+3E61	quyến
㹤	U+3E64	khiếp
㹥	U+3E65	chó
㹦	U+3E66	điêu
㹨	U+3E68	dứu
㹫	U+3E6B	di
㹮	U+3E6E	mạch
㹯	U+3E6F	hưu|hươu
㹱	U+3E71	thước
㹷	U+3E77	hy
㹸	U+3E78	nghê
㹻	U+3E7B	oa|ủy
㺀	U+3E80	nhu
㺃	U+3E83	cẩu
㺄	U+3E84	du
㺅	U+3E85	hầu
㺍	U+3E8D	tân
㺏	U+3E8F	lâu
㺐	U+3E90	liêu|lão
㺒	U+3E92	hiêu
㺓	U+3E93	tích
㺔	U+3E94	voi
㺚	U+3E9A	thát
㺜	U+3E9C	dạng|nông
㺞	U+3E9E	dữ
㺠	U+3EA0	dứu
㺥	U+3EA5	sàm
㺧	U+3EA7	heo
㺪	U+3EAA	phác
㺬	U+3EAC	củng
㺮	U+3EAE	vu
㺲	U+3EB2	nữu
㺳	U+3EB3	mai
㺵	U+3EB5	cửu
㺺	U+3EBA	mạo|mội
㻁	U+3EC1	côi
㻂	U+3EC2	biền
㻄	U+3EC4	bảo
㻊	U+3ECA	môn
㻌	U+3ECC	dạng
㻎	U+3ECE	sắt
㻏	U+3ECF	linh
㻞	U+3EDE	biên
㻡	U+3EE1	tiếp|tiết
㻫	U+3EEB	tất
㻮	U+3EEE	xán
㻽	U+3EFD	tuyền
㼙	U+3F19	trứu
㼜	U+3F1C	áng
㼝	U+3F1D	oản|uyển
㼭	U+3F2D	điếm
㼱	U+3F31	nhuyễn
㼳	U+3F33	tỉnh
㼵	U+3F35	đệ
㼾	U+3F3E	lưu|lộc
㽍	U+3F4D	kham
㽎	U+3F4E	hâm|đàm
㽙	U+3F59	tuấn
㽞	U+3F5E	lưu
㽣	U+3F63	vực
㽬	U+3F6C	phó
㽮	U+3F6E	tinh
㽳	U+3F73	võ
㽵	U+3F75	trang
㽹	U+3F79	nính
㽽	U+3F7D	cố
㽿	U+3F7F	cùi
㾀	U+3F80	khiếp
㾄	U+3F84	rù|độc
㾐	U+3F90	liệt
㾑	U+3F91	đáp
㾓	U+3F93	uyên
㾕	U+3F95	sân
㾘	U+3F98	cạnh|ngạnh
㾞	U+3F9E	dậu
㾫	U+3FAB	thiên
㾱	U+3FB1	phế
㾾	U+3FBE	hem
㿂	U+3FC2	trưng
㿈	U+3FC8	ung
㿊	U+3FCA	tẩm
㿜	U+3FDC	biết|miết
㿝	U+3FDD	hương
㿞	U+3FDE	mạo
㿡	U+3FE1	đâu
㿨	U+3FE8	lịch
㿪	U+3FEA	hoàn
㿲	U+3FF2	khi|y
㿶	U+3FF6	bang
䀂	U+4002	an
䀎	U+400E	miện
䀡	U+4021	xem
䀢	U+4022	thuấn
䀧	U+4027	hòng
䀩	U+4029	nhác
䀮	U+402E	hoang
䀹	U+4039	kiếp|thiểm|tiếp
䀼	U+403C	nhận|sân
䁃	U+4043	phiêu|tiêu
䁆	U+4046	yểm
䁏	U+404F	yếu
䁔	U+4054	huyên
䁕	U+4055	lâu|mân
䁖	U+4056	lâu
䁘	U+4058	dao
䁛	U+405B	coi
䁞	U+405E	tỉnh
䁟	U+405F	sai
䁢	U+4062	tuyền
䁦	U+4066	kiến
䁨	U+4068	hoắc
䁹	U+4079	bễ
䁾	U+407E	miết|mạt
䂄	U+4084	hoắc
䂞	U+409E	chạ|giá|thác
䂡	U+40A1	chỉ
䂦	U+40A6	kháng|trân
䂫	U+40AB	hồng|kháng
䃂	U+40C2	cổn|đê
䃅	U+40C5	đê
䃉	U+40C9	mân
䃍	U+40CD	trụy
䃑	U+40D1	ban|bàn
䃕	U+40D5	lạc
䃖	U+40D6	ổ
䃘	U+40D8	khanh
䃚	U+40DA	tộc
䃢	U+40E2	khâm
䃣	U+40E3	hủy
䃪	U+40EA	đàn
䃬	U+40EC	ngỗi
䃯	U+40EF	lịch
䃶	U+40F6	hoài|hòai
䃸	U+40F8	tiệm
䃺	U+40FA	ma|mạ
䃻	U+40FB	bá
䄃	U+4103	ương
䄍	U+410D	trá
䄒	U+4112	nẫm
䄕	U+4115	xã
䄠	U+4120	thiền
䄭	U+412D	niên
䄷	U+4137	la|thạch
䄹	U+4139	niên
䄺	U+413A	trĩ|đề
䄻	U+413B	đào
䅀	U+4140	lệ|sam
䅇	U+4147	túc
䅉	U+4149	á
䅒	U+4152	mang
䅟	U+415F	sam
䅿	U+417F	hoa
䆀	U+4180	mi|môi
䆃	U+4183	đạo
䆈	U+4188	trĩ
䆉	U+4189	bãi|bả
䆋	U+418B	thu
䆐	U+4190	quốc
䆒	U+4192	cứu
䆗	U+4197	khiếu
䆙	U+4199	dao
䆛	U+419B	sá
䆠	U+41A0	hoạn
䆣	U+41A3	thần
䆥	U+41A5	xuyên
䆦	U+41A6	thâm
䆨	U+41A8	minh
䆩	U+41A9	minh
䆬	U+41AC	vẫn
䆮	U+41AE	tẩm
䆳	U+41B3	thúy
䆻	U+41BB	khiếu
䆼	U+41BC	khoa
䆿	U+41BF	nghệ
䇃	U+41C3	sĩ
䇄	U+41C4	ngất
䇇	U+41C7	manh
䇐	U+41D0	lỵ
䇒	U+41D2	giới
䇘	U+41D8	hỗ
䇡	U+41E1	trữ
䇭	U+41ED	giáp|lão|sách
䇮	U+41EE	sậy
䇲	U+41F2	giáp|hiệp|sách
䇳	U+41F3	tiên
䇵	U+41F5	ngân
䇻	U+41FB	vỉ
䈇	U+4207	tráo|trạo
䈏	U+420F	phúc
䈐	U+4210	quách
䈚	U+421A	đãi
䈥	U+4225	cân
䈪	U+422A	huých
䈫	U+422B	nắp
䈰	U+4230	sao
䈱	U+4231	thao
䈷	U+4237	cách
䈼	U+423C	miết
䈾	U+423E	sao
䉉	U+4249	cô
䉛	U+425B	úc
䉤	U+4264	sổ|tẩu
䉵	U+4275	soạn
䉶	U+4276	hồ|song
䉼	U+427C	liệu
䊀	U+4280	hồ
䊉	U+4289	tảm
䊋	U+428B	trang
䊏	U+428F	tảm
䊜	U+429C	đoàn
䊠	U+42A0	hý|khái|khí
䊢	U+42A2	tương
䊧	U+42A7	phí
䊪	U+42AA	lệ
䊯	U+42AF	quáng
䊵	U+42B5	cưu|cầu
䊷	U+42B7	chuy|chài
䊹	U+42B9	tiêm
䋁	U+42C1	cảnh
䋌	U+42CC	kiên
䋎	U+42CE	trán
䋒	U+42D2	thư
䋓	U+42D3	trứu
䋕	U+42D5	nhâm
䋖	U+42D6	luột
䋗	U+42D7	kiên
䋘	U+42D8	chùy|trùy|trúy
䋝	U+42DD	anh
䋞	U+42DE	võng
䋠	U+42E0	bổ
䋥	U+42E5	lưới
䋦	U+42E6	mối
䋫	U+42EB	tranh
䋱	U+42F1	lai|ly
䋲	U+42F2	thằng
䋶	U+42F6	tủng
䋹	U+42F9	bức|phúc
䋽	U+42FD	bổng
䌂	U+4302	ác
䌇	U+4307	sách
䌈	U+4308	tháp
䌉	U+4309	cương
䌊	U+430A	dao
䌑	U+4311	kiên
䌓	U+4313	phiền|phồn
䌔	U+4314	ẩu
䌧	U+4327	trù|trừu
䌨	U+4328	sái
䌫	U+432B	lãm
䌶	U+4336	chuy
䌷	U+4337	trù|trừu
䌸	U+4338	truyện
䌹	U+4339	quynh|quýnh
䍁	U+4341	toại
䍃	U+4343	dao|phữu
䍈	U+4348	bình
䍏	U+434F	võng
䍐	U+4350	hãn
䍑	U+4351	hãn
䍕	U+4355	dửu
䍡	U+4361	lộc
䍧	U+4367	tang
䍩	U+4369	dưỡng|mạt
䍪	U+436A	mạt
䍮	U+436E	triệu
䍹	U+4379	chiên
䎚	U+439A	bá|huệ
䎬	U+43AC	bá
䎱	U+43B1	bi|bá
䎹	U+43B9	văn
䎽	U+43BD	văn
䏁	U+43C1	tể
䏈	U+43C8	liên
䏊	U+43CA	lung
䏋	U+43CB	túc
䏌	U+43CC	dật
䏏	U+43CF	hu
䏕	U+43D5	nhẫm
䏙	U+43D9	thuyền|thuần|thảm
䏝	U+43DD	thuyền|thuần
䏠	U+43E0	lạp
䏣	U+43E3	tư
䏤	U+43E4	tín
䏧	U+43E7	da
䏮	U+43EE	hiếp
䏴	U+43F4	teo
䏶	U+43F6	ngao
䏻	U+43FB	năng
䏾	U+43FE	bọng
䏿	U+43FF	khể
䐆	U+4406	thải
䐇	U+4407	thần|vẫn
䐊	U+440A	hồn
䐌	U+440C	thiển
䐐	U+4410	thu
䐑	U+4411	triệp
䐜	U+441C	sân
䐥	U+4425	ỏng
䐭	U+442D	giái
䐰	U+4430	tu
䐶	U+4436	trâm
䐸	U+4438	quắc
䐹	U+4439	sưu
䐿	U+443F	úc
䑃	U+4443	mông
䑍	U+444D	anh|yến|yết
䑑	U+4451	bộc
䑓	U+4453	đài
䑕	U+4455	thử
䑚	U+445A	điềm
䑛	U+445B	chỉ|thỉ|thị|để
䑝	U+445D	giả
䑠	U+4460	liễu
䑡	U+4461	xoa
䑢	U+4462	đao
䑣	U+4463	sâm
䑦	U+4466	câu
䑲	U+4472	trạo
䑵	U+4475	mạo
䑺	U+447A	phàm
䑼	U+447C	trâu
䑽	U+447D	tháp|toại
䑾	U+447E	toại
䒀	U+4480	phù
䒁	U+4481	tập
䒃	U+4483	tháo|tạo
䒌	U+448C	mính
䒑	U+4491	thảo
䒜	U+449C	ngâu
䒠	U+44A0	phong
䒬	U+44AC	mạc|mộ
䒳	U+44B3	đóa
䒶	U+44B6	thiên
䒸	U+44B8	huyết
䒼	U+44BC	cùng|khúc
䓖	U+44D6	cùng
䓗	U+44D7	thông
䓡	U+44E1	tri
䓣	U+44E3	lưỡng|lượng|man
䓦	U+44E6	điển
䓧	U+44E7	cức
䔄	U+4504	dao
䔛	U+451B	khuynh|đài|đề
䔢	U+4522	hoa
䔥	U+4525	tiêu
䔲	U+4532	đắng
䔶	U+4536	đài|đề
䕌	U+454C	trĩ
䕓	U+4553	sát|sớ
䕝	U+455D	sắng
䕟	U+455F	sớ
䕠	U+4560	phế
䕡	U+4561	lư
䕤	U+4564	sảng
䕥	U+4565	nễ
䕧	U+4567	lăng
䕩	U+4569	kiết|lão
䕫	U+456B	quỳ
䕮	U+456E	cúc
䕯	U+456F	biều|bèo
䕸	U+4578	kiết
䖄	U+4584	nhiên
䖏	U+458F	xứ|xử
䖒	U+4592	hy
䖝	U+459D	trùng
䖟	U+459F	manh
䖠	U+45A0	nguyên
䖢	U+45A2	miêu
䖣	U+45A3	tảo
䖦	U+45A6	quật
䖪	U+45AA	tư
䖮	U+45AE	hưởng
䖴	U+45B4	riêu
䖵	U+45B5	côn
䖷	U+45B7	he
䖸	U+45B8	nga
䖹	U+45B9	dưỡng
䖼	U+45BC	kiếp|lợi|lỵ
䖽	U+45BD	lợi|lỵ
䗇	U+45C7	cúc|khúc
䗈	U+45C8	manh
䗊	U+45CA	vẹm|đàm
䗒	U+45D2	bánh|tung
䗗	U+45D7	khiên
䗝	U+45DD	tàm
䗥	U+45E5	tung
䗬	U+45EC	phong
䗲	U+45F2	lân
䗶	U+45F6	lạp
䗿	U+45FF	nính
䘅	U+4605	nại
䘆	U+4606	hến
䘈	U+4608	lệ
䘏	U+460F	tuất
䘐	U+4610	nục
䘑	U+4611	mạch
䘓	U+4613	khám
䘔	U+4614	khách
䘗	U+4617	huy
䘘	U+4618	ngữ|ngự|tố
䘙	U+4619	vệ
䘚	U+461A	tốt
䘜	U+461C	cân
䘠	U+4620	bạt
䘨	U+4628	hiệu
䘪	U+462A	sung
䘮	U+462E	táng
䘱	U+4631	dụ
䘳	U+4633	câm|khâm
䘴	U+4634	tùng
䘺	U+463A	trán
䘼	U+463C	oản|uyên
䘽	U+463D	nghê|ngải
䘾	U+463E	quản
䘿	U+463F	quật
䙀	U+4640	banh
䙂	U+4642	tùng
䙃	U+4643	hội|đọa
䙌	U+464C	hội
䙔	U+4654	hội|âu
䙖	U+4656	banh
䙜	U+465C	phùng
䙡	U+4661	hội
䙢	U+4662	tặng
䙨	U+4668	khỏa
䙬	U+466C	ánh
䙭	U+466D	kiển
䙰	U+4670	ly
䙱	U+4671	thục
䙷	U+4677	đắc|đức
䙺	U+467A	liêm
䚕	U+4695	sí
䚡	U+46A1	tai
䚢	U+46A2	triếp
䚦	U+46A6	trĩ
䚯	U+46AF	thảo
䚱	U+46B1	tín
䚲	U+46B2	san
䚹	U+46B9	phỉ
䚺	U+46BA	dao
䚻	U+46BB	dao
䚽	U+46BD	hao
䛁	U+46C1	nam
䛆	U+46C6	chú
䛈	U+46C8	thệ
䛐	U+46D0	từ
䛓	U+46D3	giám
䛕	U+46D5	du
䛜	U+46DC	tấn
䛟	U+46DF	giáp
䛠	U+46E0	đấu
䛡	U+46E1	thoại
䛦	U+46E6	tụng
䛧	U+46E7	mê
䛳	U+46F3	yểm
䛵	U+46F5	thụ
䛷	U+46F7	uyển
䛸	U+46F8	chiêm|điêm
䛼	U+46FC	húy|hủy
䜁	U+4701	hệ
䜈	U+4708	tiễu
䜊	U+470A	tào
䜋	U+470B	hối
䜌	U+470C	luyên
䜑	U+4711	ố
䜖	U+4716	đàm
䜘	U+4718	cảnh
䜛	U+471B	sàm|sấm
䜟	U+471F	sám|sấm
䜣	U+4723	hân
䜥	U+4725	đản
䜩	U+4729	yên|yến
䜬	U+472C	tụ
䜰	U+4730	hao
䜶	U+4736	hàng|thái
䜺	U+473A	thái
䜿	U+473F	thụ
䝄	U+4744	song
䝔	U+4754	hoan
䝘	U+4758	nghị
䝜	U+475C	toan
䝞	U+475E	quắc
䝨	U+4768	hiền
䝯	U+476F	dị
䝲	U+4772	tẫn
䝴	U+4774	tê
䝺	U+477A	quán
䝾	U+477E	phú
䝿	U+477F	quý
䞄	U+4784	biểu
䞅	U+4785	di
䞈	U+4788	hóa
䞋	U+478B	sấn
䞓	U+4793	sanh
䞚	U+479A	kỳ
䞟	U+479F	hiểm|phách
䞤	U+47A4	hiểm
䞨	U+47A8	khuy
䞸	U+47B8	phó
䞿	U+47BF	kiển
䟃	U+47C3	sam
䟆	U+47C6	tất
䟏	U+47CF	lịch
䟑	U+47D1	dược
䟡	U+47E1	chi
䟢	U+47E2	giẫy|tiễn
䟣	U+47E3	truất
䟦	U+47E6	bạt
䟫	U+47EB	sanh
䟬	U+47EC	kheo
䟭	U+47ED	khiêu|tộ
䟮	U+47EE	phục
䟱	U+47F1	túng
䟸	U+47F8	quỳ
䟽	U+47FD	sơ
䠂	U+4802	sở
䠆	U+4806	trường
䠊	U+480A	phí
䠒	U+4812	hồ
䠙	U+4819	bàng
䠣	U+4823	rón
䠲	U+4832	linh
䠶	U+4836	xạ
䠷	U+4837	khiêu
䠹	U+4839	hài
䡇	U+4847	ngột
䡎	U+484E	lô
䡘	U+4858	điền
䡝	U+485D	oản
䡮	U+486E	tung
䡴	U+4874	ninh|xung
䡺	U+487A	duệ|ninh|vệ
䡾	U+487E	linh|ngạt
䡿	U+487F	linh
䢅	U+4885	thần
䢇	U+4887	nhũng
䢊	U+488A	du
䢐	U+4890	tồ
䢙	U+4899	bại
䢛	U+489B	huýnh|quýnh
䢜	U+489C	quy
䢝	U+489D	á
䢦	U+48A6	soái|suất|suốt
䢩	U+48A9	ngự
䢪	U+48AA	tuyệt
䢬	U+48AC	thiên
䢵	U+48B5	vân
䢽	U+48BD	hạng
䢾	U+48BE	sân|tiên
䣈	U+48C8	hạng
䣊	U+48CA	đảng
䣌	U+48CC	để
䣍	U+48CD	yêm
䣑	U+48D1	triền
䣘	U+48D8	đường
䣜	U+48DC	ta
䣣	U+48E3	đảng
䣧	U+48E7	dặc
䣩	U+48E9	thuần
䣴	U+48F4	hú
䣷	U+48F7	chua
䣼	U+48FC	lương
䤃	U+4903	ấm
䤇	U+4907	sưu
䤈	U+4908	hề
䤉	U+4909	mật
䤍	U+490D	phan
䤏	U+490F	bĩ
䤚	U+491A	lý
䤠	U+4920	chỉa
䤥	U+4925	quỷ
䤨	U+4928	phách
䤬	U+492C	sa
䤱	U+4931	thệ
䤲	U+4932	xích
䤹	U+4939	sưu|tuyến
䤼	U+493C	tuyến
䤿	U+493F	khiết
䥅	U+4945	cầm
䥆	U+4946	cầm
䥌	U+494C	chứng
䥐	U+4950	mâu
䥕	U+4955	phiết
䥗	U+4957	khoản
䥚	U+495A	sơ
䥜	U+495C	giản
䥝	U+495D	ao|thiết
䥟	U+495F	kiệt|kệ
䥡	U+4961	diệp
䥫	U+496B	thiết
䥬	U+496C	bác
䥯	U+496F	bi
䥶	U+4976	lịch
䥷	U+4977	siết|soạt|trát|trắc
䦇	U+4987	kế
䦈	U+4988	ta
䦎	U+498E	kháng|quản
䦗	U+4997	hức
䦙	U+4999	tự
䦜	U+499C	ngữ
䦢	U+49A2	khoát
䦧	U+49A7	huých
䦨	U+49A8	lan
䦱	U+49B1	vĩ
䦽	U+49BD	tự
䧍	U+49CD	khích
䧑	U+49D1	đê
䧕	U+49D5	thành|vực
䧙	U+49D9	lăng
䧛	U+49DB	bàng|bạng
䧜	U+49DC	đường
䧡	U+49E1	dung
䧢	U+49E2	khu
䧵	U+49F5	trấm
䧿	U+49FF	thước
䨀	U+4A00	địch
䨄	U+4A04	am
䨐	U+4A10	hiệp|hợp
䨓	U+4A13	lôi
䨔	U+4A14	bạc
䨖	U+4A16	tễ
䨘	U+4A18	tán|tản
䨫	U+4A2B	mạch
䨮	U+4A2E	tuyết
䨴	U+4A34	đối
䨶	U+4A36	vẫn
䩉	U+4A49	phụ|phủ
䩊	U+4A4A	uyển
䩋	U+4A4B	ma
䩖	U+4A56	bí|sa
䩘	U+4A58	đinh|đê
䩚	U+4A5A	đinh|đê
䩛	U+4A5B	bí
䩜	U+4A5C	trụ
䩝	U+4A5D	bao|bào|phu
䩥	U+4A65	siên|đán
䩭	U+4A6D	ky
䩯	U+4A6F	cách
䩷	U+4A77	bang
䩻	U+4A7B	bá
䪁	U+4A81	bộc|phốc
䪄	U+4A84	hoàng
䪅	U+4A85	thục
䪎	U+4A8E	suy
䪐	U+4A90	bí
䪞	U+4A9E	tạp
䪠	U+4AA0	tê
䪥	U+4AA5	giới
䪩	U+4AA9	ngâm
䪰	U+4AB0	y|ý|ức
䪲	U+4AB2	khôn
䪴	U+4AB4	chẩm
䪿	U+4ABF	tín
䫃	U+4AC3	thần
䫇	U+4AC7	nhiêm
䫉	U+4AC9	mạo
䫌	U+4ACC	bễ
䫍	U+4ACD	phủ
䫏	U+4ACF	khi
䫙	U+4AD9	tảng
䫲	U+4AF2	hám
䫻	U+4AFB	dật
䬀	U+4B00	táp|ửu
䬃	U+4B03	táp
䬅	U+4B05	lệ
䬐	U+4B10	ôi
䬓	U+4B13	ám
䬔	U+4B14	du
䬗	U+4B17	dương
䬜	U+4B1C	si
䬟	U+4B1F	lưu
䬠	U+4B20	phi|trứ
䬡	U+4B21	trứ
䬤	U+4B24	tán
䬥	U+4B25	ý
䬪	U+4B2A	bác
䬭	U+4B2D	thao
䬮	U+4B2E	di
䬲	U+4B32	câu
䬳	U+4B33	bạn
䬴	U+4B34	mạt
䬸	U+4B38	xan
䬻	U+4B3B	tiễn
䭇	U+4B47	yết|ý|ế
䭍	U+4B4D	hồ
䭓	U+4B53	ngận
䭔	U+4B54	đôi
䭚	U+4B5A	tràng
䭡	U+4B61	tôn|ổn
䭫	U+4B6B	khể
䭬	U+4B6C	khể
䭵	U+4B75	phiếm|phàm
䭶	U+4B76	kỳ
䭼	U+4B7C	kỳ
䭽	U+4B7D	quần
䮐	U+4B90	quynh|tôn
䮦	U+4BA6	kiêu
䮧	U+4BA7	hàn
䮪	U+4BAA	tăng
䮲	U+4BB2	quang
䯀	U+4BC0	nhiếp
䯁	U+4BC1	loa
䯉	U+4BC9	oát|đam
䯊	U+4BCA	kha
䯐	U+4BD0	hài
䯒	U+4BD2	hành
䯕	U+4BD5	thinh
䯧	U+4BE7	khoanh|khoảnh
䯨	U+4BE8	xao
䯬	U+4BEC	đả
䯯	U+4BEF	ta
䯰	U+4BF0	giới
䯱	U+4BF1	phi
䯶	U+4BF6	man
䯻	U+4BFB	kế
䰀	U+4C00	ỏa
䰂	U+4C02	thái
䰄	U+4C04	tai|tư
䰅	U+4C05	tu
䰉	U+4C09	ban|bàn
䰍	U+4C0D	hưu
䰎	U+4C0E	quý
䰐	U+4C10	lam
䰛	U+4C1B	lịch
䰜	U+4C1C	cách|lịch
䰞	U+4C1E	chử
䰟	U+4C1F	hồn
䰠	U+4C20	thần
䰨	U+4C28	mị
䰪	U+4C2A	mị
䰫	U+4C2B	sao
䰱	U+4C31	linh|long
䰸	U+4C38	công
䰻	U+4C3B	bái|ngư
䰽	U+4C3D	bái
䱇	U+4C47	di|thiện
䱈	U+4C48	kỳ
䱊	U+4C4A	mè
䱌	U+4C4C	di
䱎	U+4C4E	cắng|phu
䱐	U+4C50	phu
䱑	U+4C51	mẫu
䱒	U+4C52	mẫu|yếp
䱔	U+4C54	mẫu
䱕	U+4C55	mòi
䱗	U+4C57	san
䱡	U+4C61	cúc
䱦	U+4C66	chuy
䱧	U+4C67	thiện
䱭	U+4C6D	cắng|ngư
䱷	U+4C77	ngư
䱻	U+4C7B	hoạt
䲔	U+4C94	canh|thu
䲡	U+4CA1	thu
䲢	U+4CA2	đằng
䲨	U+4CA8	hồng
䲫	U+4CAB	cưu
䲹	U+4CB9	phi
䳂	U+4CC2	sếu
䳄	U+4CC4	thư
䳌	U+4CCC	quyên
䳒	U+4CD2	diên
䳗	U+4CD7	nga
䳘	U+4CD8	nga
䳣	U+4CE3	diên
䳨	U+4CE8	hoàng
䳱	U+4CF1	vọ|vụ
䳲	U+4CF2	chấn
䳶	U+4CF6	kê
䳺	U+4CFA	am
䳽	U+4CFD	hạc
䴌	U+4D0C	mòng
䴏	U+4D0F	yến
䴠	U+4D20	yểu
䴥	U+4D25	gia
䴫	U+4D2B	linh
䴸	U+4D38	phu
䴹	U+4D39	quả
䴺	U+4D3A	bẫu
䴽	U+4D3D	bi
䵂	U+4D42	trích
䵃	U+4D43	quáng
䵋	U+4D4B	hối
䵍	U+4D4D	uân
䵎	U+4D4E	ngộ|uyên
䵐	U+4D50	ngộ
䵚	U+4D5A	đạo
䵝	U+4D5D	ý
䵞	U+4D5E	kình
䵟	U+4D5F	cán
䵠	U+4D60	đích
䵣	U+4D63	đát
䵦	U+4D66	ô
䵨	U+4D68	mang
䵩	U+4D69	lê
䵴	U+4D74	dựng
䵶	U+4D76	câu|cù
䵷	U+4D77	oa
䵺	U+4D7A	đinh
䵾	U+4D7E	phủ
䶀	U+4D80	tháp
䶂	U+4D82	chước
䶅	U+4D85	hạc
䶉	U+4D89	lưu
䶊	U+4D8A	nục|nữu
䶋	U+4D8B	hấp
䶌	U+4D8C	bạo
䶍	U+4D8D	đế
䶏	U+4D8F	di|tế
䶑	U+4D91	đế
䶕	U+4D95	ba
䶗	U+4D97	kha
䶚	U+4D9A	củ
䶥	U+4DA5	thư|trở
䶧	U+4DA7	giảo
䶬	U+4DAC	kiên|nghiệt
䶮	U+4DAE	yểm
䶯	U+4DAF	khuy
䶰	U+4DB0	tiêu
䶱	U+4DB1	đông|đồng
䶲	U+4DB2	nhiêm
䶳	U+4DB3	dược
䶴	U+4DB4	xuy
䶵	U+4DB5	trì
䶶	U+4DB6	đè
一	U+4E00	nhất|nhứt
丁	U+4E01	chênh|tranh|đinh|đương
丂	U+4E02	khảo|vu|xảo
七	U+4E03	thất
丄	U+4E04	thướng|thượng
丅	U+4E05	há|hạ
丆	U+4E06	duệ
万	U+4E07	mặc|vạn
丈	U+4E08	trượng
三	U+4E09	tam|tám|tạm
上	U+4E0A	thướng|thưởng|thượng
下	U+4E0B	há|hạ
丌	U+4E0C	cơ|kỳ|kỷ
不	U+4E0D	bĩ|bưu|bất|bỉ|phi|phu|phầu|phủ
与	U+4E0E	dư|dữ|dự
丏	U+4E0F	cái|miễn|miện
丐	U+4E10	cái|miễn
丑	U+4E11	sửu|xú
丒	U+4E12	sửu
专	U+4E13	chuyên|đoan|đoàn
且	U+4E14	thư|thả|trở|tồ
丕	U+4E15	phi|vậy
世	U+4E16	thế
丗	U+4E17	thế
丘	U+4E18	kheo|khiêu|khâu|khưu
丙	U+4E19	bính
业	U+4E1A	nghiệp
丛	U+4E1B	tòng|tùng
东	U+4E1C	đông
丝	U+4E1D	mịch|ty
丞	U+4E1E	chưng|chửng|thừa
丟	U+4E1F	đâu
丠	U+4E20	khâu|khưu|thiên
